VERSION_INDEX,JAVA_CLASS,SIZE,IS_BUGGY
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/BookKeeper.java,701,False
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/BookieHandle.java,250,True
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/ClientCBWorker.java,112,True
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/ErrorCodes.java,29,False
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerEntry.java,63,False
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerHandle.java,349,True
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerRecoveryMonitor.java,213,True
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerSequence.java,65,False
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerStream.java,104,False
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/QuorumEngine.java,265,False
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/QuorumOpMonitor.java,496,False
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/ReadCallback.java,38,False
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/BookieClient.java,342,True
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/BookieProtocol.java,70,False
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/BookieServer.java,179,False
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/NIOServerFactory.java,532,True
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/ReadEntryCallback.java,35,False
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/ServerStats.java,133,False
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/WriteCallback.java,32,False
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/ClientBase.java,343,False
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/LocalBookKeeper.java,164,True
